0.000000	25.000000	50.000000	0.000000
0.250000	22.500000	47.500000	5.000000
0.500000	18.230000	43.230000	13.540000
0.750000	13.521812	38.521812	22.956375
1.000000	9.400647	34.400646	31.198706
1.250000	6.244761	31.244761	37.510479
1.500000	4.015899	29.015900	41.968201
1.750000	2.531439	27.531439	44.937122
2.000000	1.596081	26.596081	46.807838
2.250000	1.042625	26.042625	47.914749
2.500000	0.739145	25.739145	48.521709
2.750000	0.587465	25.587465	48.825069
3.000000	0.519654	25.519653	48.960693
3.250000	0.493102	25.493101	49.013798
3.500000	0.484219	25.484219	49.031563
3.750000	0.481757	25.481756	49.036488
4.000000	0.481217	25.481215	49.037571
4.250000	0.481129	25.481127	49.037746
4.500000	0.481119	25.481117	49.037766
4.750000	0.481119	25.481117	49.037766
5.000000	0.481119	25.481117	49.037766
5.250000	0.481119	25.481117	49.037766
5.500000	0.481119	25.481117	49.037766
5.750000	0.481119	25.481117	49.037766
6.000000	0.481119	25.481117	49.037766
6.250000	0.481119	25.481117	49.037766
6.500000	0.481119	25.481117	49.037766
6.750000	0.481119	25.481117	49.037766
7.000000	0.481119	25.481117	49.037766
7.250000	0.481119	25.481117	49.037766
7.500000	0.481119	25.481117	49.037766
7.750000	0.481119	25.481117	49.037766
8.000000	0.481119	25.481117	49.037766
8.250000	0.481119	25.481117	49.037766
8.500000	0.481119	25.481117	49.037766
8.750000	0.481119	25.481117	49.037766
9.000000	0.481119	25.481117	49.037766
9.250000	0.481119	25.481117	49.037766
9.500000	0.481119	25.481117	49.037766
9.750000	0.481119	25.481117	49.037766
